"Longitude","Latitude"
-76.625,34.7083333333333
-76.5416666666667,34.625
-76.5416666666667,34.375
-78.7083333333333,33.7916666666667
-76.5416666666667,33.7916666666667
-77.4583333333333,33.5416666666667
-79.0416666666667,33.4583333333333
-79.125,33.375
-78.7083333333333,33.375
-77.7083333333333,33.375
-77.7916666666667,33.2916666666667
-79.0416666666667,33.125
-79.4583333333333,32.875
-79.2083333333333,32.875
-78.625,32.7916666666667
-79.7083333333333,32.7083333333333
-78.7916666666667,32.625
-78.625,32.625
-79.625,32.5416666666667
-79.9583333333333,32.4583333333333
-79.7083333333333,32.4583333333333
-78.7916666666667,32.4583333333333
-79.2083333333333,32.375
-64.7083333333333,32.375
-79.2083333333333,32.2083333333333
-80.2083333333333,31.7083333333333
-80.9583333333333,31.5416666666667
-80.875,31.375
-80.9583333333333,30.9583333333333
-80.5416666666667,30.875
-81.2916666666667,30.7916666666667
-80.375,30.625
-80.2916666666667,30.375
-87.2083333333333,29.9583333333333
-86.125,29.9583333333333
-87.7916666666667,29.7916666666667
-87.4583333333333,29.7916666666667
-86.125,29.7916666666667
-85.375,29.7916666666667
-84.625,29.7916666666667
-85.5416666666667,29.7083333333333
-83.5416666666667,29.7083333333333
-87.375,29.5416666666667
-80.7083333333333,29.5416666666667
-80.375,29.5416666666667
-80.9583333333333,29.4583333333333
-85.2916666666667,29.375
-85.2083333333333,29.0416666666667
-85.375,28.9583333333333
-84.9583333333333,28.9583333333333
-80.2916666666667,28.5416666666667
-94.2916666666667,28.2083333333333
-94.0416666666667,28.2083333333333
-84.125,28.125
-80.125,28.0416666666667
-93.625,27.875
-83.875,27.625
-76.875,26.5416666666667
-81.9583333333333,26.4583333333333
-82.125,25.7916666666667
-80.2083333333333,25.5416666666667
-82.875,25.2916666666667
-82.125,25.2916666666667
-81.7916666666667,25.2916666666667
-81.625,25.2916666666667
-81.375,25.2083333333333
-83.125,25.0416666666667
-83.0416666666667,24.9583333333333
-83.2083333333333,24.7916666666667
-81.125,24.7083333333333
-77.7083333333333,24.7083333333333
-81.7083333333333,24.5416666666667
-81.4583333333333,24.5416666666667
-97.7083333333333,24.375
-74.5416666666667,24.0416666666667
-88.625,23.7083333333333
-89.7916666666667,22.5416666666667
-74.7083333333333,22.5416666666667
-89.625,22.375
-86.875,22.2083333333333
-86.5416666666667,21.9583333333333
-86.7916666666667,21.875
-86.625,21.875
-88.875,21.4583333333333
-90.125,21.375
-89.125,21.375
-90.875,20.875
-90.7083333333333,19.875
-91.875,19.7916666666667
-90.625,19.7916666666667
-96.125,19.2916666666667
-96.0416666666667,19.2083333333333
-95.9583333333333,19.125
-91.5416666666667,18.7916666666667
-91.625,18.7083333333333
-87.7083333333333,18.7083333333333
-91.875,18.625
-91.7083333333333,18.625
-94.7916666666667,18.4583333333333
-63.0416666666667,18.0416666666667
-77.375,17.7916666666667
-62.625,17.2083333333333
-88.0416666666667,16.7916666666667
-82.125,16.7916666666667
-61.5416666666667,16.375
-61.5416666666667,16.2083333333333
-61.7916666666667,16.125
-79.875,15.7916666666667
-81.375,13.375
-81.7083333333333,12.5416666666667
-72.125,12.2916666666667
-71.9583333333333,12.2916666666667
-72.2083333333333,12.2083333333333
-72.2916666666667,11.9583333333333
-72.7083333333333,11.7916666666667
-72.9583333333333,11.625
-74.125,11.2916666666667
-73.9583333333333,11.2916666666667
-74.2083333333333,11.2083333333333
-64.2083333333333,10.9583333333333
-62.9583333333333,10.7916666666667
-61.625,10.7083333333333
-64.0416666666667,10.4583333333333
-75.5416666666667,10.375
-75.7083333333333,10.2083333333333
-75.9583333333333,9.79166666666667
-75.7916666666667,9.79166666666667
-75.875,9.70833333333334
-79.7083333333333,9.54166666666667
-78.9583333333333,9.54166666666667
-82.2916666666667,9.375
-79.875,9.375
-76.2083333333333,9.375
-82.375,9.20833333333334
-82.0416666666667,9.20833333333334
-77.375,8.70833333333334
-77.2916666666667,8.625
-58.625,8.54166666666667
-58.625,8.20833333333334
-57.5416666666667,7.625
-57.4583333333333,7.54166666666667
-57.125,6.95833333333334
-55.2083333333333,6.625
-40.7083333333333,-2.45833333333333
-39.375,-3.04166666666666
-39.0416666666667,-3.375
-34.9583333333333,-8.375
-35.7083333333333,-9.70833333333333
-38.4583333333333,-12.7916666666667
-38.5416666666667,-12.9583333333333
-38.9583333333333,-13.375
-38.7916666666667,-13.625
-40.125,-20.7916666666667
-40.2916666666667,-21.2916666666667
-40.2916666666667,-21.7916666666667
-43.2083333333333,-22.7916666666667
-41.875,-22.7916666666667
-44.375,-22.9583333333333
-44.0416666666667,-22.9583333333333
-43.7083333333333,-22.9583333333333
-43.125,-22.9583333333333
-41.9583333333333,-22.9583333333333
-44.4583333333333,-23.0416666666667
-44.2916666666667,-23.0416666666667
-44.125,-23.0416666666667
-43.5416666666667,-23.0416666666667
-42.0416666666667,-23.0416666666667
-44.625,-23.125
-44.375,-23.125
-44.2083333333333,-23.125
-43.2083333333333,-23.125
-44.7083333333333,-23.2083333333333
-44.5416666666667,-23.2083333333333
-44.2916666666667,-23.2083333333333
-44.125,-23.2083333333333
-44.625,-23.2916666666667
-44.875,-23.375
-45.2083333333333,-23.5416666666667
-45.2916666666667,-23.7083333333333
-45.0416666666667,-23.7083333333333
-45.5416666666667,-23.7916666666667
-45.375,-23.7916666666667
-45.125,-23.7916666666667
-48.2916666666667,-25.5416666666667
-48.4583333333333,-27.125
-48.5416666666667,-27.7083333333333
